G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc
1,1,1,1,-817.3147239,699.0301118,118.2972415,-0.00397309,0.038487165,-0.034514075
1,1,1,1,-822.4796722,690.4562145,132.0360871,-0.004634987,0.038759912,-0.034124925
1,1,1,1,-827.4416375,681.7119436,145.7423233,-0.005295748,0.039023093,-0.033727346
1,1,1,1,-832.1993955,672.7994565,159.4125683,-0.005955207,0.039276645,-0.033321437
1,1,1,1,-836.7517721,663.7209523,173.0434492,-0.006613204,0.039520503,-0.032907299
1,1,1,1,-841.0976443,654.478671,186.6316027,-0.007269576,0.039754609,-0.032485033
1,1,1,1,-845.2359398,645.0748929,200.1736762,-0.00792416,0.039978904,-0.032054744
1,1,1,1,-849.1656374,635.5119384,213.6663283,-0.008576795,0.040193333,-0.031616538
1,1,1,1,-852.8857675,625.7921668,227.10623,-0.00922732,0.040397844,-0.031170523
1,1,1,1,-856.3954124,615.9179765,240.4900652,-0.009875576,0.040592384,-0.030716809
1,1,1,1,-859.693706,605.8918038,253.8145316,-0.0105214,0.040776908,-0.030255508
1,1,1,1,-862.7798346,595.7161223,267.0763415,-0.011164635,0.040951369,-0.029786733
1,1,1,1,-865.6530366,585.393443,280.2722229,-0.011805122,0.041115723,-0.029310601
1,1,1,1,-868.3126032,574.9263126,293.3989198,-0.012442702,0.041269932,-0.028827229
1,1,1,1,-870.7578781,564.3173139,306.4531935,-0.013077219,0.041413956,-0.028336737
1,1,1,1,-872.988258,553.5690643,319.4318229,-0.013708515,0.041547759,-0.027839244
1,1,1,1,-875.0031927,542.684216,332.3316059,-0.014336435,0.04167131,-0.027334874
1,1,1,1,-876.8021849,531.6654546,345.1493595,-0.014960825,0.041784577,-0.026823752
1,1,1,1,-878.3847907,520.5154987,357.8819212,-0.015581529,0.041887533,-0.026306004
1,1,1,1,-879.7506198,509.2370996,370.5261494,-0.016198395,0.041980151,-0.025781756
1,1,1,1,-880.8993351,497.8330398,383.0789244,-0.016811271,0.04206241,-0.025251139
1,1,1,1,-881.8306531,486.3061333,395.5371489,-0.017420005,0.042134289,-0.024714284
1,1,1,1,-882.5443441,474.6592241,407.8977491,-0.018024447,0.04219577,-0.024171323
1,1,1,1,-883.0402319,462.895186,420.1576751,-0.018624449,0.042246838,-0.02362239
1,1,1,1,-883.3181943,451.0169215,432.313902,-0.019219861,0.042287481,-0.02306762
1,1,1,1,-883.3781627,439.0273613,444.3634305,-0.019810537,0.042317688,-0.02250715
1,1,1,1,-883.2201221,426.9294638,456.3032874,-0.020396332,0.042337452,-0.02194112
1,1,1,1,-882.8441118,414.726214,468.1305269,-0.020977101,0.042346768,-0.021369667
1,1,1,1,-882.2502243,402.4206227,479.8422307,-0.0215527,0.042345634,-0.020792933
1,1,1,1,-881.4386063,390.0157263,491.4355091,-0.022122988,0.04233405,-0.020211061
1,1,1,1,-880.409458,377.5145854,502.9075017,-0.022687824,0.042312019,-0.019624195
1,1,1,1,-879.1630334,364.9202845,514.255378,-0.023247068,0.042279546,-0.019032478
1,1,1,1,-877.6996399,352.2359311,525.4763379,-0.023800583,0.042236639,-0.018436057
1,1,1,1,-876.0196386,339.4646548,536.5676129,-0.024348231,0.04218331,-0.017835079
1,1,1,1,-874.1234442,326.6096067,547.5264665,-0.024889878,0.04211957,-0.017229692
1,1,1,1,-872.0115243,313.6739588,558.3501945,-0.025425391,0.042045437,-0.016620046
1,1,1,1,-869.6844001,300.6609025,569.0361266,-0.025954636,0.041960928,-0.016006292
1,1,1,1,-867.1426458,287.5736488,579.581626,-0.026477484,0.041866063,-0.01538858
1,1,1,1,-864.3868885,274.4154266,589.9840909,-0.026993805,0.041760867,-0.014767062
1,1,1,1,-861.4178082,261.1894826,600.2409546,-0.027503472,0.041645366,-0.014141894
1,1,1,1,-858.2361374,247.8990801,610.3496863,-0.028006359,0.041519587,-0.013513227
1,1,1,1,-854.8426612,234.5474983,620.3077918,-0.028502343,0.041383562,-0.012881219
1,1,1,1,-851.2382168,221.1380315,630.1128143,-0.0289913,0.041237324,-0.012246024
1,1,1,1,-847.4236937,207.6739883,639.7623343,-0.029473111,0.04108091,-0.011607799
1,1,1,1,-843.4000329,194.1586907,649.2539711,-0.029947656,0.040914359,-0.010966703
1,1,1,1,-839.1682273,180.5954735,658.5853827,-0.030414818,0.04073771,-0.010322892
1,1,1,1,-834.7293209,166.9876831,667.7542668,-0.030874482,0.040551008,-0.009676526
1,1,1,1,-830.0844091,153.338677,676.758361,-0.031326534,0.040354299,-0.009027765
1,1,1,1,-825.2346379,139.6518231,685.5954437,-0.031770864,0.040147632,-0.008376768
1,1,1,1,-820.1812038,125.9304982,694.2633345,-0.032207361,0.039931057,-0.007723696
1,1,1,1,-814.9253539,112.1780879,702.7598948,-0.032635917,0.039704627,-0.00706871
1,1,1,1,-809.4683847,98.39798547,711.0830281,-0.033056428,0.0394684,-0.006411972
1,1,1,1,-803.8116429,84.59359088,719.2306809,-0.033468788,0.039222432,-0.005753644
1,1,1,1,-797.9565241,70.76831016,727.2008427,-0.033872897,0.038966785,-0.005093888
1,1,1,1,-791.9044729,56.92555451,734.9915472,-0.034268655,0.038701522,-0.004432867
1,1,1,1,-785.6569826,43.06873941,742.600872,-0.034655964,0.038426708,-0.003770744
1,1,1,1,-779.2155947,29.20128383,750.0269397,-0.035034728,0.038142411,-0.003107683
1,1,1,1,-772.5818985,15.32660935,757.267918,-0.035404854,0.037848701,-0.002443847
1,1,1,1,-765.7575308,1.448139344,764.3220203,-0.035766251,0.037545651,-0.0017794
1,1,1,1,-758.7441754,-12.43070189,771.1875061,-0.036118829,0.037233335,-0.001114505
1,1,1,1,-751.5435627,-26.30648994,777.8626814,-0.036462502,0.03691183,-0.000449328
1,1,1,1,-744.1574694,-40.17580119,784.3458993,-0.036797185,0.036581217,0.000215969
1,1,1,1,-736.5877178,-54.03521357,790.6355601,-0.037122795,0.036241575,0.00088122
1,1,1,1,-728.8361757,-67.88130748,796.7301119,-0.037439252,0.03589299,0.001546262
1,1,1,1,-720.9047557,-81.71066662,802.6280511,-0.037746478,0.035535547,0.00221093
1,1,1,1,-712.7954147,-95.51987879,808.3279223,-0.038044396,0.035169335,0.002875061
1,1,1,1,-704.5101537,-109.3055368,813.8283191,-0.038332934,0.034794443,0.003538491
1,1,1,1,-696.0510167,-123.0642392,819.1278846,-0.03861202,0.034410964,0.004201056
1,1,1,1,-687.4200911,-136.7925912,824.225311,-0.038881586,0.034018993,0.004862593
1,1,1,1,-678.6195064,-150.4872057,829.1193407,-0.039141565,0.033618627,0.005522938
1,1,1,1,-669.6514339,-164.1447036,833.8087662,-0.039391892,0.033209964,0.006181928
1,1,1,1,-660.5180865,-177.7617151,838.2924303,-0.039632506,0.032793105,0.006839401
1,1,1,1,-651.2217176,-191.3348806,842.5692268,-0.039863348,0.032368153,0.007495194
1,1,1,1,-641.764621,-204.8608509,846.6381006,-0.04008436,0.031935213,0.008149147
1,1,1,1,-632.1491301,-218.3362888,850.4980475,-0.040295489,0.031494392,0.008801097
1,1,1,1,-622.3776173,-231.7578694,854.1481153,-0.040496681,0.031045798,0.009450883
1,1,1,1,-612.4524936,-245.1222811,857.5874034,-0.040687888,0.030589543,0.010098346
1,1,1,1,-602.376208,-258.4262265,860.8150631,-0.040869063,0.030125738,0.010743325
1,1,1,1,-592.1512465,-271.666423,863.8302982,-0.041040159,0.029654498,0.011385662
1,1,1,1,-581.7801321,-284.8396038,866.6323645,-0.041201136,0.029175939,0.012025197
1,1,1,1,-571.2654236,-297.9425187,869.2205708,-0.041351954,0.02869018,0.012661774
1,1,1,1,-560.6097154,-310.9719345,871.5942785,-0.041492575,0.028197341,0.013295234
1,1,1,1,-549.8156367,-323.9246366,873.7529019,-0.041622964,0.027697542,0.013925422
1,1,1,1,-538.8858506,-336.7974291,875.6959083,-0.04174309,0.027190908,0.014552183
1,1,1,1,-527.8230541,-349.5871358,877.4228184,-0.041852923,0.026677563,0.015175361
1,1,1,1,-516.6299766,-362.2906009,878.933206,-0.041952436,0.026157633,0.015794803
1,1,1,1,-505.3093798,-374.9046903,880.2266986,-0.042041604,0.025631248,0.016410355
1,1,1,1,-493.864057,-387.4262914,881.3029769,-0.042120405,0.025098538,0.017021867
1,1,1,1,-482.2968322,-399.8523148,882.1617754,-0.04218882,0.024559632,0.017629187
1,1,1,1,-470.6105593,-412.1796945,882.8028823,-0.042246831,0.024014665,0.018232166
1,1,1,1,-458.8081218,-424.405389,883.2261392,-0.042294426,0.023463771,0.018830654
1,1,1,1,-446.8924318,-436.5263817,883.4314419,-0.042331591,0.022907086,0.019424504
1,1,1,1,-434.8664292,-448.5396819,883.4187396,-0.042358317,0.022344748,0.02001357
1,1,1,1,-422.7330814,-460.4423257,883.1880355,-0.042374599,0.021776894,0.020597705
1,1,1,1,-410.4953819,-472.2313761,882.7393864,-0.042380432,0.021203665,0.021176767
1,1,1,1,-398.1563504,-483.9039244,882.0729032,-0.042375814,0.020625203,0.021750611
1,1,1,1,-385.7190312,-495.4570905,881.1887501,-0.042360747,0.02004165,0.022319097
1,1,1,1,-373.1864932,-506.888024,880.0871455,-0.042335235,0.019453151,0.022882084
1,1,1,1,-360.5618284,-518.1939043,878.7683611,-0.042299283,0.018859849,0.023439434
1,1,1,1,-347.8481519,-529.3719419,877.2327222,-0.042252901,0.018261893,0.023991008
1,1,1,1,-335.0486006,-540.4193789,875.4806078,-0.0421961,0.017659429,0.024536671
1,1,1,1,-322.1663325,-551.3334894,873.5124502,-0.042128894,0.017052606,0.025076288
1,1,1,1,-309.2045262,-562.1115805,871.3287351,-0.0420513,0.016441574,0.025609726
1,1,1,1,-296.1663798,-572.7509929,868.9300011,-0.041963336,0.015826483,0.026136853
1,1,1,1,-283.0551103,-583.2491015,866.3168401,-0.041865025,0.015207486,0.02665754
1,1,1,1,-269.8739527,-593.603316,863.489897,-0.041756391,0.014584734,0.027171657
1,1,1,1,-256.6261592,-603.8110817,860.4498692,-0.04163746,0.013958382,0.027679078
1,1,1,1,-243.3149985,-613.86988,857.1975067,-0.041508263,0.013328585,0.028179678
1,1,1,1,-229.943755,-623.7772289,853.7336122,-0.04136883,0.012695497,0.028673333
1,1,1,1,-216.5157278,-633.5306841,850.0590402,-0.041219196,0.012059274,0.029159921
1,1,1,1,-203.03423,-643.127839,846.1746973,-0.041059398,0.011420075,0.029639323
1,1,1,1,-189.5025881,-652.5663256,842.081542,-0.040889476,0.010778056,0.03011142
1,1,1,1,-175.9241408,-661.8438152,837.7805843,-0.040709471,0.010133376,0.030576096
1,1,1,1,-162.3022383,-670.9580187,833.2728852,-0.040519429,0.009486194,0.031033235
1,1,1,1,-148.6402417,-679.9066872,828.5595571,-0.040319395,0.008836669,0.031482725
1,1,1,1,-134.9415218,-688.6876128,823.6417628,-0.040109419,0.008184963,0.031924456
1,1,1,1,-121.2094586,-697.2986289,818.5207157,-0.039889553,0.007531235,0.032358318
1,1,1,1,-107.4474403,-705.737611,813.1976795,-0.039659851,0.006875647,0.032784204
1,1,1,1,-93.65886237,-714.0024768,807.6739674,-0.03942037,0.006218361,0.033202009
1,1,1,1,-79.84712705,-722.0911871,801.9509423,-0.039171169,0.005559539,0.033611631
1,1,1,1,-66.01564214,-730.0017461,796.0300164,-0.03891231,0.004899343,0.034012967
1,1,1,1,-52.16782036,-737.7322021,789.9126506,-0.038643856,0.004237937,0.034405919
1,1,1,1,-38.30707844,-745.2806475,783.6003541,-0.038365873,0.003575483,0.03479039
1,1,1,1,-24.43683631,-752.64522,777.0946845,-0.03807843,0.002912145,0.035166285
1,1,1,1,-10.56051625,-759.8241025,770.3972469,-0.037781599,0.002248087,0.035533511
1,1,1,1,3.318457957,-766.8155237,763.5096939,-0.037475452,0.001583473,0.035891979
1,1,1,1,17.1966619,-773.6177586,756.4337248,-0.037160064,0.000918466,0.036241598
1,1,1,1,31.07067132,-780.2291287,749.1710855,-0.036835514,0.00025323,0.036582284
1,1,1,1,44.93706303,-786.6480029,741.723568,-0.036501882,-0.000412069,0.036913952
1,1,1,1,58.7924157,-792.8727974,734.0930098,-0.03615925,-0.001077269,0.037236519
1,1,1,1,72.63331072,-798.9019764,726.2812937,-0.035807703,-0.001742205,0.037549908
1,1,1,1,86.45633307,-804.7340521,718.2903471,-0.035447327,-0.002406712,0.037854039
1,1,1,1,100.2580721,-810.3675856,710.1221416,-0.035078211,-0.003070628,0.038148839
1,1,1,1,114.0351225,-815.801187,701.7786926,-0.034700446,-0.003733788,0.038434234
1,1,1,1,127.7840849,-821.0335156,693.2620587,-0.034314126,-0.004396028,0.038710154
1,1,1,1,141.501567,-826.0632804,684.5743414,-0.033919346,-0.005057185,0.038976531
1,1,1,1,155.1841843,-830.8892403,675.717684,-0.033516203,-0.005717097,0.0392333
1,1,1,1,168.8285606,-835.5102047,666.694272,-0.033104797,-0.006375599,0.039480396
1,1,1,1,182.4313296,-839.9250333,657.5063317,-0.032685229,-0.00703253,0.039717759
1,1,1,1,195.9891348,-844.1326369,648.1561301,-0.032257603,-0.007687728,0.039945331
1,1,1,1,209.4986312,-848.1319773,638.6459741,-0.031822024,-0.008341031,0.040163055
1,1,1,1,222.9564854,-851.9220678,628.9782104,-0.031378599,-0.008992278,0.040370877
1,1,1,1,236.3593769,-855.5019732,619.1552242,-0.030927439,-0.009641307,0.040568746
1,1,1,1,249.7039989,-858.8708102,609.1794392,-0.030468654,-0.01028796,0.040756614
1,1,1,1,262.9870586,-862.0277475,599.0533169,-0.030002358,-0.010932076,0.040934434
1,1,1,1,276.2052786,-864.9720064,588.7793556,-0.029528666,-0.011573496,0.041102162
1,1,1,1,289.3553977,-867.7028602,578.3600904,-0.029047694,-0.012212063,0.041259757
1,1,1,1,302.4341712,-870.2196353,567.798092,-0.028559561,-0.012847618,0.04140718
1,1,1,1,315.438372,-872.5217106,557.0959664,-0.028064389,-0.013480005,0.041544394
1,1,1,1,328.3647917,-874.6085182,546.2563543,-0.027562298,-0.014109068,0.041671366
1,1,1,1,341.2102408,-876.4795431,535.2819301,-0.027053412,-0.014734652,0.041788064
1,1,1,1,353.9715498,-878.1343237,524.1754017,-0.026537858,-0.015356601,0.04189446
1,1,1,1,366.6455702,-879.5724517,512.9395093,-0.026015763,-0.015974764,0.041990527
1,1,1,1,379.2291748,-880.7935723,501.5770253,-0.025487255,-0.016588986,0.042076241
1,1,1,1,391.7192588,-881.7973842,490.0907532,-0.024952464,-0.017199118,0.042151582
1,1,1,1,404.1127404,-882.5836397,478.4835271,-0.024411524,-0.017805007,0.042216531
1,1,1,1,416.4065617,-883.1521448,466.7582109,-0.023864566,-0.018406505,0.042271072
1,1,1,1,428.5976895,-883.5027592,454.9176975,-0.023311727,-0.019003464,0.042315191
1,1,1,1,440.6831157,-883.6353965,442.9649086,-0.022753142,-0.019595735,0.042348877
1,1,1,1,452.6598584,-883.5500239,430.9027932,-0.022188949,-0.020183174,0.042372123
1,1,1,1,464.5249626,-883.2466624,418.7343276,-0.021619288,-0.020765634,0.042384922
1,1,1,1,476.2755007,-882.725387,406.462514,-0.021044299,-0.021342972,0.042387271
1,1,1,1,487.9085735,-881.9863262,394.0903804,-0.020464124,-0.021915046,0.04237917
1,1,1,1,499.4213106,-881.0296624,381.6209795,-0.019878906,-0.022481715,0.042360621
1,1,1,1,510.8108715,-879.8556316,369.0573878,-0.01928879,-0.023042838,0.042331628
1,1,1,1,522.074446,-878.4645235,356.4027052,-0.018693921,-0.023598278,0.042292198
1,1,1,1,533.2092549,-876.8566813,343.6600541,-0.018094445,-0.024147896,0.042242342
1,1,1,1,544.2125509,-875.0325019,330.8325786,-0.017490512,-0.024691559,0.042182071
1,1,1,1,555.0816191,-872.9924351,317.9234436,-0.016882269,-0.025229131,0.0421114
1,1,1,1,565.8137778,-870.7369845,304.9358343,-0.016269867,-0.02576048,0.042030347
1,1,1,1,576.4063789,-868.2667064,291.8729552,-0.015653457,-0.026285475,0.041938932
1,1,1,1,586.8568088,-865.5822104,278.7380293,-0.015033191,-0.026803986,0.041837177
1,1,1,1,597.1624891,-862.6841589,265.5342975,-0.014409223,-0.027315885,0.041725107
1,1,1,1,607.320877,-859.5732669,252.2650176,-0.013781705,-0.027821046,0.041602751
1,1,1,1,617.329466,-856.250302,238.9334636,-0.013150793,-0.028319345,0.041470138
1,1,1,1,627.1857868,-852.7160841,225.5429249,-0.012516643,-0.028810658,0.041327301
1,1,1,1,636.8874073,-848.9714851,212.0967054,-0.011879411,-0.029294864,0.041174275
1,1,1,1,646.431934,-845.017429,198.5981227,-0.011239254,-0.029771844,0.041011098
1,1,1,1,655.8170117,-840.8548915,185.0505074,-0.010596331,-0.03024148,0.04083781
1,1,1,1,665.0403249,-836.4848995,171.4572022,-0.009950799,-0.030703656,0.040654454
1,1,1,1,674.0995978,-831.9085313,157.821561,-0.009302818,-0.031158258,0.040461076
1,1,1,1,682.9925953,-827.126916,144.1469482,-0.008652548,-0.031605174,0.040257722
1,1,1,1,691.717123,-822.1412334,130.4367379,-0.00800015,-0.032044294,0.040044444
1,1,1,1,700.2710285,-816.9527138,116.6943128,-0.007345784,-0.032475509,0.039821293
1,1,1,1,708.652201,-811.5626371,102.9230636,-0.006689612,-0.032898713,0.039588325
1,1,1,1,716.8585727,-805.9723335,89.12638827,-0.006031796,-0.033313801,0.039345598
1,1,1,1,724.8881188,-800.1831821,75.30769083,-0.005372498,-0.033720672,0.03909317
1,1,1,1,732.7388581,-794.1966115,61.47038087,-0.004711881,-0.034119225,0.038831105
1,1,1,1,740.4088535,-788.0140986,47.61787254,-0.004050107,-0.03450936,0.038559467
1,1,1,1,747.8962127,-781.637169,33.75358373,-0.003387341,-0.034890983,0.038278324
1,1,1,1,755.1990882,-775.067396,19.88093527,-0.002723745,-0.035263999,0.037987743
1,1,1,1,762.315678,-768.3064006,6.003350002,-0.002059483,-0.035628316,0.037687798
1,1,1,1,769.2442264,-761.3558511,-7.875747973,-0.001394719,-0.035983843,0.037378563
1,1,1,1,775.9830239,-754.2174623,-21.7529342,-0.000729618,-0.036330495,0.037060112
1,1,1,1,782.5304076,-746.8929955,-35.62478469,-6.43E-05,-0.036668183,0.036732526
1,1,1,1,788.8847621,-739.384258,-49.48787676,0.000600942,-0.036996827,0.036395885
1,1,1,1,795.0445197,-731.6931024,-63.33878992,0.001266072,-0.037316343,0.036050272
1,1,1,1,801.0081604,-723.8214264,-77.17410666,0.001930883,-0.037626655,0.035695772
1,1,1,1,806.7742128,-715.7711722,-90.99041331,0.002595211,-0.037927684,0.035332472
1,1,1,1,812.3412543,-707.5443261,-104.7843009,0.003258893,-0.038219357,0.034960463
1,1,1,1,817.7079113,-699.1429179,-118.552366,0.003921765,-0.038501601,0.034579836
1,1,1,1,822.8728595,-690.5690206,-132.2912116,0.004583662,-0.038774348,0.034190686
1,1,1,1,827.8348247,-681.8247496,-145.9974478,0.005244422,-0.039037529,0.033793107
1,1,1,1,832.5925826,-672.9122626,-159.6676927,0.005903882,-0.039291081,0.033387198
1,1,1,1,837.1449591,-663.8337583,-173.2985735,0.006561879,-0.039534939,0.03297306
1,1,1,1,841.4908312,-654.591477,-186.886727,0.00721825,-0.039769045,0.032550794
1,1,1,1,845.6291266,-645.1876989,-200.4288004,0.007872835,-0.03999334,0.032120505
1,1,1,1,849.5588241,-635.6247443,-213.9214525,0.00852547,-0.040207769,0.031682299
1,1,1,1,853.2789542,-625.9049728,-227.3613541,0.009175995,-0.040412279,0.031236284
1,1,1,1,856.7885989,-616.0307825,-240.7451892,0.00982425,-0.04060682,0.03078257
1,1,1,1,860.0868925,-606.0046097,-254.0696556,0.010470075,-0.040791344,0.030321269
1,1,1,1,863.1730209,-595.8289282,-267.3314655,0.01111331,-0.040965804,0.029852494
1,1,1,1,866.0462228,-585.5062489,-280.5273468,0.011753797,-0.041130159,0.029376362
1,1,1,1,868.7057893,-575.0391185,-293.6540437,0.012391377,-0.041284368,0.02889299
1,1,1,1,871.1510642,-564.4301197,-306.7083173,0.013025894,-0.041428391,0.028402497
1,1,1,1,873.381444,-553.6818702,-319.6869467,0.01365719,-0.041562195,0.027905005
1,1,1,1,875.3963786,-542.7970218,-332.5867296,0.01428511,-0.041685746,0.027400635
1,1,1,1,877.1953707,-531.7782604,-345.4044831,0.0149095,-0.041799013,0.026889513
1,1,1,1,878.7779764,-520.6283045,-358.1370448,0.015530204,-0.041901968,0.026371764
1,1,1,1,880.1438054,-509.3499053,-370.781273,0.01614707,-0.041994587,0.025847517
1,1,1,1,881.2925206,-497.9458455,-383.3340479,0.016759946,-0.042076846,0.0253169
1,1,1,1,882.2238385,-486.418939,-395.7922723,0.01736868,-0.042148725,0.024780045
1,1,1,1,882.9375294,-474.7720298,-408.1528724,0.017973122,-0.042210206,0.024237084
1,1,1,1,883.4334171,-463.0079916,-420.4127984,0.018573124,-0.042261274,0.02368815
1,1,1,1,883.7113794,-451.1297271,-432.5690253,0.019168536,-0.042301917,0.023133381
1,1,1,1,883.7713477,-439.1401669,-444.6185537,0.019759213,-0.042332124,0.022572911
1,1,1,1,883.6133071,-427.0422694,-456.5584106,0.020345007,-0.042351888,0.02200688
1,1,1,1,883.2372966,-414.8390196,-468.38565,0.020925776,-0.042361204,0.021435427
1,1,1,1,882.6434091,-402.5334283,-480.0973538,0.021501376,-0.04236007,0.020858694
1,1,1,1,881.831791,-390.1285318,-491.6906321,0.022071663,-0.042348485,0.020276822
1,1,1,1,880.8026426,-377.6273909,-503.1626247,0.022636499,-0.042326454,0.019689955
1,1,1,1,879.5562179,-365.03309,-514.5105009,0.023195743,-0.042293981,0.019098238
1,1,1,1,878.0928243,-352.3487365,-525.7314607,0.023749258,-0.042251075,0.018501817
1,1,1,1,876.4128229,-339.5774602,-536.8227357,0.024296906,-0.042197746,0.017900839
1,1,1,1,874.5166283,-326.7224122,-547.7815892,0.024838553,-0.042134006,0.017295453
1,1,1,1,872.4047084,-313.7867642,-558.6053172,0.025374066,-0.042059873,0.016685807
1,1,1,1,870.0775841,-300.7737079,-569.2912492,0.025903311,-0.041975363,0.016072052
1,1,1,1,867.5358297,-287.6864541,-579.8367486,0.026426159,-0.041880499,0.01545434
1,1,1,1,864.7800723,-274.5282319,-590.2392134,0.02694248,-0.041775303,0.014832823
1,1,1,1,861.8109919,-261.3022879,-600.496077,0.027452147,-0.041659801,0.014207654
1,1,1,1,858.629321,-248.0118854,-610.6048087,0.027955035,-0.041534022,0.013578988
1,1,1,1,855.2358447,-234.6603036,-620.5629142,0.028451018,-0.041397998,0.012946979
1,1,1,1,851.6314003,-221.2508368,-630.3679366,0.028939976,-0.04125176,0.012311784
1,1,1,1,847.816877,-207.7867936,-640.0174566,0.029421786,-0.041095346,0.01167356
1,1,1,1,843.7932161,-194.271496,-649.5090933,0.029896331,-0.040928794,0.011032463
1,1,1,1,839.5614104,-180.7082787,-658.8405049,0.030363493,-0.040752146,0.010388652
1,1,1,1,835.122504,-167.1004883,-668.0093889,0.030823157,-0.040565444,0.009742287
1,1,1,1,830.4775921,-153.4514822,-677.013483,0.03127521,-0.040368735,0.009093525
1,1,1,1,825.6278208,-139.7646282,-685.8505657,0.031719539,-0.040162067,0.008442528
1,1,1,1,820.5743866,-126.0433033,-694.5184565,0.032156036,-0.039945492,0.007789456
1,1,1,1,815.3185366,-112.290893,-703.0150167,0.032584593,-0.039719063,0.00713447
1,1,1,1,809.8615673,-98.51079056,-711.33815,0.033005103,-0.039482835,0.006477732
1,1,1,1,804.2048254,-84.70639594,-719.4858027,0.033417464,-0.039236868,0.005819404
1,1,1,1,798.3497065,-70.88111521,-727.4559645,0.033821573,-0.038981221,0.005159648
1,1,1,1,792.2976552,-57.03835954,-735.2466689,0.03421733,-0.038715957,0.004498627
1,1,1,1,786.0501648,-43.18154442,-742.8559936,0.034604639,-0.038441143,0.003836504
1,1,1,1,779.6087768,-29.31408881,-750.2820613,0.034983403,-0.038156846,0.003173443
1,1,1,1,772.9750806,-15.43941431,-757.5230395,0.035353529,-0.037863137,0.002509607
1,1,1,1,766.1507128,-1.560944287,-764.5771418,0.035714926,-0.037560086,0.00184516
1,1,1,1,759.1373572,12.31789696,-771.4426275,0.036067505,-0.03724777,0.001180266
1,1,1,1,751.9367444,26.19368504,-778.1178028,0.036411178,-0.036926266,0.000515088
1,1,1,1,744.550651,40.0629963,-784.6010206,0.036745861,-0.036595652,-0.000150208
1,1,1,1,736.9808993,53.92240871,-790.8906814,0.037071471,-0.036256011,-0.00081546
1,1,1,1,729.2293572,67.76850264,-796.9852331,0.037387928,-0.035907426,-0.001480502
1,1,1,1,721.2979371,81.5978618,-802.8831722,0.037695153,-0.035549983,-0.00214517
1,1,1,1,713.188596,95.40707399,-808.5830434,0.037993072,-0.03518377,-0.002809301
1,1,1,1,704.9033348,109.192732,-814.0834402,0.03828161,-0.034808878,-0.003472731
1,1,1,1,696.4441978,122.9514344,-819.3830056,0.038560696,-0.0344254,-0.004135296
1,1,1,1,687.8132721,136.6797865,-824.480432,0.038830262,-0.034033429,-0.004796833
1,1,1,1,679.0126873,150.3744009,-829.3744616,0.03909024,-0.033633063,-0.005457178
1,1,1,1,670.0446147,164.0318989,-834.063887,0.039340567,-0.0332244,-0.006116168
1,1,1,1,660.9112672,177.6489104,-838.5475511,0.039581182,-0.032807541,-0.006773641
1,1,1,1,651.6148982,191.2220759,-842.8243476,0.039812023,-0.032382589,-0.007429435
1,1,1,1,642.1578015,204.7480463,-846.8932212,0.040033036,-0.031949649,-0.008083387
1,1,1,1,632.5423105,218.2234842,-850.7531681,0.040244165,-0.031508828,-0.008735337
1,1,1,1,622.7707976,231.6450648,-854.4032359,0.040445357,-0.031060234,-0.009385123
1,1,1,1,612.8456739,245.0094766,-857.8425239,0.040636564,-0.030603978,-0.010032586
1,1,1,1,602.7693882,258.313422,-861.0701836,0.040817738,-0.030140173,-0.010677565
1,1,1,1,592.5444266,271.5536185,-864.0854186,0.040988835,-0.029668933,-0.011319902
1,1,1,1,582.1733121,284.7267993,-866.8874849,0.041149812,-0.029190375,-0.011959437
1,1,1,1,571.6586035,297.8297142,-869.4756912,0.04130063,-0.028704616,-0.012596014
1,1,1,1,561.0028952,310.85913,-871.8493988,0.04144125,-0.028211776,-0.013229474
1,1,1,1,550.2088164,323.8118322,-874.0080221,0.04157164,-0.027711978,-0.013859662
1,1,1,1,539.2790302,336.6846247,-875.9510284,0.041691766,-0.027205343,-0.014486423
1,1,1,1,528.2162336,349.4743314,-877.6779385,0.041801599,-0.026691998,-0.015109601
1,1,1,1,517.023156,362.1777966,-879.1883261,0.041901112,-0.026172069,-0.015729043
1,1,1,1,505.7025591,374.7918859,-880.4818186,0.04199028,-0.025645684,-0.016344596
1,1,1,1,494.2572363,387.313487,-881.5580969,0.042069081,-0.025112973,-0.016956108
1,1,1,1,482.6900113,399.7395104,-882.4168953,0.042137495,-0.024574068,-0.017563428
1,1,1,1,471.0037384,412.0668902,-883.0580021,0.042195507,-0.024029101,-0.018166406
1,1,1,1,459.2013008,424.2925847,-883.481259,0.042243101,-0.023478207,-0.018764894
1,1,1,1,447.2856106,436.4135774,-883.6865616,0.042280266,-0.022921522,-0.019358744
1,1,1,1,435.259608,448.4268777,-883.6738593,0.042306993,-0.022359183,-0.01994781
1,1,1,1,423.12626,460.3295214,-883.4431551,0.042323275,-0.021791329,-0.020531945
1,1,1,1,410.8885605,472.1185719,-882.994506,0.042329108,-0.021218101,-0.021111007
1,1,1,1,398.5495289,483.7911202,-882.3280227,0.04232449,-0.020639639,-0.021684851
1,1,1,1,386.1122096,495.3442863,-881.4438696,0.042309423,-0.020056086,-0.022253337
1,1,1,1,373.5796714,506.7752198,-880.3422649,0.042283911,-0.019467586,-0.022816325
1,1,1,1,360.9550066,518.0811002,-879.0234804,0.042247959,-0.018874285,-0.023373674
